GRADE,VD/NVD,tap_wt_from_EAF,al ingot_kg__during_EAF_tapping,TEMP OPENING_LRF,LIFTING TEMP_LRF,LIME_LRF,SPAR,Mean_Oxygen,LRF_Initial_Chemistry_C,LRF_Initial_Chemistry_MN,LRF_Initial_Chemistry_S,LRF_Initial_Chemistry_SI,LRF_Initial_Chemistry_AL,LRF_Initial_Chemistry_N2,C_Target,Mn_Target,Si_Target,Al_Target,Carbon_Gap,Mn_Gap,Si_Gap,Al_Gap,Total_Al_LRF_kg
C18,NVD,105.0,178.0,1549.0,1570.0,1400.0,50.0,208.0,0.065,0.48,0.0719,0.139,0.066,57.0,0.19,0.525,0.125,0.03,0.125,0.045,-0.014,-0.022,194.5
C18,NVD,105.0,178.0,1582.0,1570.0,1300.0,50.0,208.0,0.065,0.46,0.056,0.12,0.031,58.0,0.19,0.525,0.125,0.03,0.125,0.065,0.005,-0.022,260.5
C18,NVD,99.0,178.0,1544.0,1570.0,1300.0,50.0,208.0,0.078,0.51,0.062,0.1419,0.076,54.0,0.19,0.525,0.125,0.03,0.112,0.015,-0.0169,-0.022,204.4
C18,NVD,102.0,178.0,1505.0,1570.0,1250.0,50.0,208.0,0.103,0.53,0.064,0.1409,0.082,63.0,0.19,0.525,0.125,0.03,0.087,-0.005,-0.0158999999999999,-0.022,201.1
C18,NVD,103.0,178.0,1505.0,1570.0,1300.0,50.0,208.0,0.068,0.52,0.0439,0.1419,0.123,51.0,0.19,0.525,0.125,0.03,0.122,0.005,-0.0169,-0.022,178.0
C18,NVD,98.0,178.0,1505.0,1580.0,1100.0,50.0,208.0,0.111,0.5,0.0599,0.14,0.056,63.0,0.19,0.525,0.125,0.03,0.079,0.025,-0.015,-0.022,211.0
C18,NVD,100.0,132.0,1505.0,1570.0,1100.0,50.0,208.0,0.091,0.47,0.0439,0.115,0.08,60.0,0.19,0.525,0.125,0.03,0.099,0.055,0.0099999999999999,-0.022,132.0
C18,NVD,100.0,132.0,1505.0,1580.0,1100.0,50.0,208.0,0.062,0.4,0.0439,0.084,0.007,55.0,0.19,0.525,0.125,0.03,0.128,0.125,0.0409999999999999,-0.022,234.3
JSPHTLSCH,NVD,99.0,132.0,1505.0,1610.0,1200.0,50.0,436.781728873635,0.108,0.47,0.0509,0.123,0.071,61.0,0.17,1.455,0.125,0.03,0.062,0.985,0.002,-0.022,191.4
SUP9(AG),VD,96.0,110.0,1505.0,1575.0,1200.0,50.0,436.781728873635,0.155,0.61,0.0599,0.127,0.023,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,185.9
SUP9(AG),VD,100.0,110.0,1505.0,1575.0,1100.0,50.0,436.781728873635,0.127,0.55,0.049,0.135,0.03,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,176.0
SUP9(AG),VD,103.0,132.0,1505.0,1555.0,1250.0,50.0,436.781728873635,0.061,0.63,0.0589,0.112,0.02,64.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
JSPHTLSCH,NVD,100.0,220.0,1505.0,1570.0,1300.0,50.0,436.781728873635,0.097,0.96,0.057,0.114,0.034,63.0,0.17,1.455,0.125,0.03,0.073,0.4950000000000001,0.0109999999999999,-0.022,239.8
C18,NVD,100.0,132.0,1505.0,1610.0,1100.0,50.0,208.0,0.049,0.4,0.0459,0.083,0.017,57.0,0.19,0.525,0.125,0.03,0.141,0.125,0.0419999999999999,-0.022,214.5
C18,NVD,101.0,132.0,1505.0,1575.0,1200.0,50.0,208.0,0.074,0.42,0.0429,0.104,0.012,51.0,0.19,0.525,0.125,0.03,0.116,0.105,0.021,-0.022,267.3
C18,NVD,98.0,132.0,1505.0,1575.0,1280.0,50.0,208.0,0.048,0.4,0.0449,0.0599,0.01,57.0,0.19,0.525,0.125,0.03,0.142,0.125,0.0650999999999999,-0.022,283.8
C18,NVD,104.0,110.0,1505.0,1570.0,1150.0,50.0,208.0,0.063,0.46,0.04,0.113,0.021,45.0,0.19,0.525,0.125,0.03,0.127,0.065,0.0119999999999999,-0.022,207.35
C18,NVD,96.0,110.0,1505.0,1565.0,1550.0,50.0,208.0,0.115,0.39,0.0509,0.113,0.052,47.0,0.19,0.525,0.125,0.03,0.075,0.135,0.0119999999999999,-0.022,138.05
C18,NVD,103.0,110.0,1505.0,1575.0,850.0,50.0,208.0,0.072,0.29,0.0609,0.068,0.04,63.0,0.19,0.525,0.125,0.03,0.118,0.235,0.0569999999999999,-0.022,147.95
C18,NVD,101.0,132.0,1505.0,1580.0,720.0,50.0,208.0,0.103,0.39,0.0459,0.108,0.052,60.0,0.19,0.525,0.125,0.03,0.087,0.135,0.017,-0.022,168.3
SUP9(AG),NVD,100.0,132.0,1505.0,1572.0,1070.0,50.0,436.781728873635,0.088,0.7,0.0439,0.165,0.036,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,230.01
SS540HSV,NVD,100.0,132.0,1505.0,1575.0,1250.0,50.0,436.781728873635,0.1,0.89,0.0449,0.1499,0.051,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,188.1
SS540HSV,NVD,101.0,132.0,1505.0,1585.0,1130.0,50.0,436.781728873635,0.107,1.01,0.0369,0.165,0.045,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,204.6
SUP9(AG),NVD,102.0,132.0,1505.0,1572.0,1070.0,50.0,436.781728873635,0.097,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,230.01
SUP9(AG),NVD,103.0,132.0,1505.0,1538.0,1070.0,50.0,436.781728873635,0.153,0.64,0.0379,0.1449,0.062,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,230.01
SUP9(AG),NVD,104.0,132.0,1505.0,1555.0,1330.0,50.0,436.781728873635,0.104,0.62,0.0379,0.136,0.012,67.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,257.4
SUP9(AG),NVD,98.0,110.0,1505.0,1559.0,1050.0,50.0,436.781728873635,0.11,0.69,0.033,0.152,0.011,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,194.15
SUP9(AG),NVD,96.0,132.0,1505.0,1550.0,1400.0,50.0,436.781728873635,0.097,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,329.67
SUP9(AG),NVD,100.0,110.0,1505.0,1552.0,900.0,50.0,436.781728873635,0.087,0.66,0.0299,0.129,0.033,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,237.05
SUP9(AG),NVD,104.0,110.0,1505.0,1552.0,1350.0,50.0,436.781728873635,0.079,0.6,0.0359,0.127,0.066,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,205.7
SUP9(AG),NVD,91.0,132.0,1505.0,1552.0,750.0,50.0,436.781728873635,0.115,0.76,0.032,0.1489,0.051,45.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,190.41
JSAW5L,VD,105.0,132.0,1505.0,1621.0,1500.0,50.0,421.0833333333333,0.07,0.59,0.042,0.128,0.048,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,343.2
SUP9(AG),NVD,103.0,132.0,1505.0,1550.0,1400.0,50.0,436.781728873635,0.075,0.64,0.0449,0.137,0.057,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,255.75
SUP9(AG),NVD,106.0,132.0,1505.0,1543.0,1100.0,50.0,436.781728873635,0.072,0.63,0.041,0.123,0.08,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,183.15
JSAW5L,VD,100.0,132.0,1505.0,1585.0,1200.0,50.0,421.0833333333333,0.09,0.65,0.034,0.1439,0.075,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,224.4
SUP9(AG),NVD,92.0,110.0,1505.0,1545.0,1000.0,50.0,436.781728873635,0.101,0.76,0.034,0.1779,0.144,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,110.0
JSAW5L,VD,106.0,132.0,1505.0,1590.0,1300.0,50.0,421.0833333333333,0.075,0.65,0.032,0.132,0.061,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,193.05
JSAW5L,VD,103.0,132.0,1505.0,1590.0,1500.0,50.0,421.0833333333333,0.064,0.59,0.039,0.122,0.039,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,308.55
SUP9(AG),NVD,95.0,132.0,1505.0,1575.0,1300.0,50.0,436.781728873635,0.107,0.7,0.032,0.153,0.077,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
JSAW5L,VD,97.0,132.0,1505.0,1590.0,1500.0,50.0,421.0833333333333,0.078,0.71,0.031,0.159,0.059,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,165.0
SUP9(AG),NVD,104.0,132.0,1505.0,1550.0,1200.0,50.0,436.781728873635,0.059,0.49,0.033,0.084,0.011,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,132.0
JSAW5L,VD,98.0,132.0,1505.0,1600.0,1600.0,50.0,421.0833333333333,0.067,0.41,0.048,0.034,0.006,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,402.6
SUP9(AG),NVD,97.0,132.0,1505.0,1550.0,1700.0,50.0,436.781728873635,0.065,0.33,0.0449,0.05,0.004,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,462.0
SUP9(AG),NVD,93.0,132.0,1505.0,1552.0,1300.0,50.0,436.781728873635,0.066,0.63,0.0379,0.109,0.049,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,247.5
JSAW5L,VD,98.0,132.0,1505.0,1577.0,1400.0,50.0,421.0833333333333,0.072,0.7,0.033,0.162,0.059,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,181.5
JSAW5L,VD,92.0,132.0,1505.0,1610.0,1700.0,50.0,421.0833333333333,0.074,0.78,0.034,0.167,0.119,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,181.5
JSAW5L,VD,102.0,132.0,1505.0,1590.0,1550.0,50.0,421.0833333333333,0.1,0.63,0.031,0.1439,0.088,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
SUP9(AG),NVD,102.0,132.0,1505.0,1557.0,1000.0,50.0,436.781728873635,0.074,0.69,0.032,0.1499,0.113,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,173.25
JSAW5L,VD,98.0,132.0,1505.0,1583.0,1400.0,50.0,421.0833333333333,0.062,0.44,0.035,0.078,0.063,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,250.8
SUP9(AG),NVD,96.0,132.0,1505.0,1550.0,1250.0,50.0,436.781728873635,0.09,0.72,0.039,0.152,0.048,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
SUP9(AG),NVD,96.0,132.0,1505.0,1550.0,11000.0,50.0,436.781728873635,0.108,0.7,0.0379,0.1749,0.094,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,191.4
JSAW5L,VD,97.0,132.0,1505.0,1595.0,1300.0,50.0,421.0833333333333,0.103,0.67,0.047,0.151,0.053,43.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
JSAW5L,VD,103.0,132.0,1505.0,1580.0,1580.0,50.0,421.0833333333333,0.088,0.67,0.0369,0.116,0.068,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
SUP9(AG),NVD,100.0,132.0,1505.0,1550.0,1200.0,50.0,436.781728873635,0.093,0.56,0.0529,0.1179,0.013,43.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,264.0
SUP9(AG),NVD,98.0,132.0,1505.0,1550.0,1200.0,50.0,436.781728873635,0.096,0.6,0.0429,0.128,0.076,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,195.69
JSAW5L,VD,98.0,132.0,1505.0,1581.0,1580.0,50.0,421.0833333333333,0.095,0.6,0.0359,0.1449,0.088,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,171.6
SUP9(AG),NVD,98.0,132.0,1505.0,1550.0,950.0,50.0,436.781728873635,0.187,0.6,0.0379,0.136,0.118,45.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,181.5
JSAW5L,VD,96.0,132.0,1505.0,1575.0,1500.0,50.0,421.0833333333333,0.07,0.64,0.0369,0.16,0.12,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,171.6
SUP9AG,NVD,98.0,132.0,1505.0,1560.0,1000.0,50.0,436.781728873635,0.12,0.56,0.035,0.132,0.045,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,217.8
JSAW5L,VD,104.0,132.0,1505.0,1585.0,1550.0,50.0,421.0833333333333,0.08,0.59,0.0439,0.13,0.057,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,289.41
SUP9AG,NVD,99.0,132.0,1505.0,1553.0,1200.0,50.0,436.781728873635,0.139,0.73,0.0359,0.166,0.041,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,222.75
JSAW5L,VD,99.0,132.0,1505.0,1578.0,1450.0,50.0,421.0833333333333,0.071,0.69,0.042,0.137,0.032,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,247.5
JSAW4,VD,100.0,132.0,1505.0,1625.0,1450.0,50.0,436.781728873635,0.086,0.36,0.0509,0.1,0.049,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,287.1
SUP9AG,NVD,99.0,132.0,1505.0,1545.0,1200.0,50.0,436.781728873635,0.116,0.7,0.0509,0.156,0.038,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
FE550DLMH,NVD,101.0,132.0,1505.0,1615.0,1200.0,50.0,436.781728873635,0.164,0.53,0.0599,0.122,0.032,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,198.0
JSAW4,VD,98.0,132.0,1505.0,1595.0,1300.0,50.0,436.781728873635,0.055,0.27,0.0529,0.114,0.066,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
SUP9AG,VD,99.0,132.0,1505.0,1550.0,1200.0,50.0,436.781728873635,0.063,0.34,0.0509,0.0919,0.013,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,259.05
JSAW4,VD,101.0,132.0,1505.0,1620.0,1550.0,50.0,436.781728873635,0.064,0.3,0.0589,0.0899,0.079,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,209.55
JSAW4,VD,103.0,132.0,1505.0,1610.0,1350.0,50.0,436.781728873635,0.06,0.34,0.0509,0.097,0.13,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,176.55
JSAW5L,VD,89.0,132.0,1505.0,1623.0,1850.0,50.0,421.0833333333333,0.07,0.73,0.0519,0.16,0.101,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,196.35
FE550DLMH,NVD,100.0,132.0,1505.0,1590.0,1450.0,50.0,436.781728873635,0.064,0.63,0.0459,0.125,0.031,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,151.8
FE550DLMH,NVD,102.0,132.0,1505.0,1590.0,1450.0,50.0,436.781728873635,0.067,0.61,0.063,0.129,0.02,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,237.6
FE550DLMH,NVD,101.0,110.0,1505.0,1580.0,1300.0,50.0,436.781728873635,0.074,0.57,0.065,0.128,0.099,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,110.0
JSAW5L,VD,104.0,132.0,1505.0,1585.0,1550.0,50.0,421.0833333333333,0.08,0.63,0.064,0.14,0.052,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,181.5
FE550DLMH,NVD,100.0,132.0,1505.0,1575.0,1300.0,50.0,436.781728873635,0.064,0.53,0.0539,0.114,0.02,48.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,171.6
JSAW5L,VD,99.0,132.0,1505.0,1590.0,1200.0,50.0,421.0833333333333,0.083,0.69,0.0459,0.16,0.093,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,165.0
JSAW5L,VD,104.0,132.0,1505.0,1575.0,1400.0,50.0,421.0833333333333,0.069,0.57,0.0459,0.104,0.004,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,181.5
FE550DLMH,NVD,103.0,110.0,1505.0,1615.0,1100.0,50.0,436.781728873635,0.097,0.72,0.0609,0.1419,0.048,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,110.0
FE550DLMH,NVD,100.0,110.0,1505.0,1588.0,1250.0,50.0,436.781728873635,0.082,0.63,0.0599,0.127,0.021,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,136.4
JSAW5L,VD,102.0,132.0,1505.0,1575.0,1400.0,50.0,421.0833333333333,0.073,0.81,0.0459,0.182,0.063,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
JSAW5L,VD,99.0,132.0,1505.0,1574.0,1500.0,50.0,421.0833333333333,0.076,0.63,0.063,0.1459,0.061,64.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,198.0
JSAW5L,VD,101.0,132.0,1505.0,1575.0,1750.0,50.0,421.0833333333333,0.101,0.6,0.066,0.134,0.081,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,165.0
FE550DLMH,NVD,100.0,110.0,1505.0,1615.0,1500.0,50.0,436.781728873635,0.062,0.63,0.0719,0.138,0.012,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,176.0
JSAW5L,VD,94.0,110.0,1505.0,1574.0,1300.0,50.0,421.0833333333333,0.074,0.64,0.056,0.13,0.015,67.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,209.0
JSAW5L,VD,99.0,132.0,1505.0,1615.0,1500.0,50.0,421.0833333333333,0.074,0.57,0.0599,0.126,0.033,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,205.26
FE550DLMH,NVD,105.0,132.0,1505.0,1575.0,1450.0,50.0,436.781728873635,0.087,0.63,0.0749,0.163,0.02,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,181.5
FE550DLMH,NVD,106.0,110.0,1505.0,1585.0,1400.0,50.0,436.781728873635,0.057,0.61,0.0739,0.116,0.009,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,159.5
JSAW5L,VD,98.0,132.0,1505.0,1570.0,1700.0,50.0,421.0833333333333,0.075,0.68,0.0529,0.1429,0.046,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
JSAW5L,VD,99.0,132.0,1505.0,1570.0,1450.0,50.0,421.0833333333333,0.066,0.65,0.05,0.109,0.038,64.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,231.0
FE550DLMH,VD,99.0,110.0,1505.0,1570.0,1150.0,50.0,436.781728873635,0.13,0.71,0.0509,0.151,0.106,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,143.0
JSAW5L,VD,99.0,178.0,1505.0,1575.0,1450.0,50.0,421.0833333333333,0.084,0.69,0.0599,0.157,0.097,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,260.5
FE550DLMH,NVD,104.0,110.0,1505.0,1585.0,1250.0,50.0,436.781728873635,0.104,0.64,0.062,0.1489,0.039,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,110.0
JSAW5L,VD,103.0,132.0,1505.0,1565.0,1650.0,50.0,421.0833333333333,0.069,0.64,0.0539,0.12,0.038,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,330.0
FE550DLMH,NVD,106.0,110.0,1505.0,1615.0,1350.0,50.0,436.781728873635,0.103,0.63,0.066,0.1499,0.039,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,110.0
JSAW5L,VD,101.0,132.0,1505.0,1570.0,1550.0,50.0,421.0833333333333,0.076,0.64,0.066,0.135,0.023,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,326.04
FE550DLMH,NVD,110.0,110.0,1505.0,1575.0,1050.0,50.0,436.781728873635,0.074,0.59,0.0519,0.1179,0.016,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,136.4
FE550DLMH,NVD,110.0,132.0,1541.0,1587.0,1300.0,50.0,436.781728873635,0.075,0.6,0.058,0.1179,0.019,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,183.15
FE550DLMH,NVD,107.0,144.0,1505.0,1582.0,1200.0,50.0,436.781728873635,0.08,0.6,0.0539,0.128,0.033,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,155.55
FE550DLMH,NVD,102.0,144.0,1505.0,1580.0,1150.0,50.0,436.781728873635,0.087,0.66,0.0609,0.1409,0.036,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,160.5
FE550DLMH,NVD,98.0,132.0,1505.0,1578.0,1200.0,50.0,436.781728873635,0.116,0.7,0.067,0.162,0.003,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,264.0
FE550DLMH,NVD,103.0,132.0,1544.0,1580.0,1300.0,50.0,436.781728873635,0.058,0.56,0.064,0.096,0.017,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,183.15
FE550DLMH,NVD,105.0,144.0,1540.0,1580.0,1400.0,50.0,436.781728873635,0.057,0.58,0.068,0.109,0.019,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,177.0
FE550DLMH,NVD,103.0,144.0,1505.0,1590.0,1250.0,50.0,436.781728873635,0.067,0.61,0.07,0.13,0.042,43.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,195.15
FE550DLMH,NVD,97.0,144.0,1540.0,1592.0,1100.0,50.0,436.781728873635,0.063,0.56,0.066,0.097,0.001,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,177.0
FE550DLMH,NVD,96.0,144.0,1505.0,1583.0,1300.0,50.0,436.781728873635,0.083,0.74,0.0609,0.256,0.104,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,144.0
FE550DLMH,NVD,101.0,132.0,1544.0,1591.0,1100.0,50.0,436.781728873635,0.135,0.75,0.062,0.223,0.089,63.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,148.5
S275HS,NVD,103.0,144.0,1505.0,1613.0,1350.0,50.0,342.3058823529412,0.068,0.68,0.057,0.133,0.009,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,289.2
FE550DLMH,NVD,107.0,144.0,1535.0,1584.0,1100.0,50.0,436.781728873635,0.094,0.67,0.058,0.139,0.011,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,210.0
S275HS,NVD,110.0,198.0,1505.0,1579.0,1550.0,50.0,342.3058823529412,0.067,0.54,0.0539,0.069,0.003,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,307.89
S275HS,NVD,96.0,144.0,1530.0,1580.0,1400.0,50.0,342.3058823529412,0.075,0.76,0.062,0.158,0.041,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,226.5
SS540HSV,NVD,98.0,144.0,1543.0,1565.0,1200.0,50.0,436.781728873635,0.111,0.92,0.058,0.154,0.09,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,163.8
SS540HSV,NVD,100.0,132.0,1505.0,1560.0,1400.0,50.0,436.781728873635,0.105,0.71,0.056,0.138,0.053,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,181.5
SS540HSV,NVD,101.0,144.0,1505.0,1565.0,1250.0,50.0,436.781728873635,0.122,0.96,0.0609,0.171,0.084,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,183.6
JSPHTHSV(VD),VD,101.0,132.0,1505.0,1558.0,1470.0,50.0,290.0,0.099,1.06,0.058,0.163,0.081,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,214.5
JSPHTHSV(VD),VD,100.0,132.0,1505.0,1560.0,1450.0,50.0,290.0,0.097,0.94,0.0509,0.1769,0.07,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,181.5
JSPHTHSV(VD),VD,96.0,132.0,1505.0,1560.0,1200.0,50.0,290.0,0.1,1.11,0.0459,0.1779,0.031,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,247.5
JSPHTHSV(VD),VD,98.0,132.0,1505.0,1560.0,1200.0,50.0,290.0,0.154,1.02,0.0439,0.1759,0.096,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,132.0
JSPHTHSV(VD),VD,99.0,132.0,1505.0,1565.0,1822.0,50.0,290.0,0.098,1.1,0.0299,0.183,0.043,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,198.0
JSPHTHSV(VD),VD,103.0,132.0,1505.0,1565.0,1100.0,50.0,290.0,0.098,1.05,0.042,0.1739,0.021,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,290.4
